sale_id,branch_id,date,name,mobile_number,product_name,gross_sales,received_amount,status
49,2,2024-02-19,Customer_49,9800000049,DA,40000,0,Open
50,3,2024-02-20,Customer_50,9800000050,BA,30000,0,Open
51,4,2024-02-21,Customer_51,9800000051,FSD,45000,0,Open
52,5,2024-02-22,Customer_52,9800000052,DS,35000,0,Open
53,6,2024-02-23,Customer_53,9800000053,DA,40000,0,Open
54,7,2024-02-24,Customer_54,9800000054,BA,30000,0,Open
55,8,2024-02-25,Customer_55,9800000055,FSD,45000,0,Open
56,1,2024-02-26,Customer_56,9800000056,DS,35000,0,Open
57,2,2024-02-27,Customer_57,9800000057,DA,40000,0,Open
58,3,2024-02-28,Customer_58,9800000058,BA,30000,0,Open
59,4,2024-02-29,Customer_59,9800000059,FSD,45000,0,Open
60,5,2024-03-01,Customer_60,9800000060,DS,35000,0,Open
61,6,2024-03-02,Customer_61,9800000061,DA,40000,0,Open
62,7,2024-03-03,Customer_62,9800000062,BA,30000,0,Open
63,8,2024-03-04,Customer_63,9800000063,FSD,45000,0,Open
64,1,2024-03-05,Customer_64,9800000064,DS,35000,0,Open
65,2,2024-03-06,Customer_65,9800000065,DA,40000,0,Open
66,3,2024-03-07,Customer_66,9800000066,BA,30000,0,Open
67,4,2024-03-08,Customer_67,9800000067,FSD,45000,0,Open
68,5,2024-03-09,Customer_68,9800000068,DS,35000,0,Open
69,6,2024-03-10,Customer_69,9800000069,DA,40000,0,Open
70,7,2024-03-11,Customer_70,9800000070,BA,30000,0,Open
71,8,2024-03-12,Customer_71,9800000071,FSD,45000,0,Open
72,1,2024-03-13,Customer_72,9800000072,DS,35000,0,Open
73,2,2024-03-14,Customer_73,9800000073,DA,40000,0,Open
74,3,2024-03-15,Customer_74,9800000074,BA,30000,0,Open
75,4,2024-03-16,Customer_75,9800000075,FSD,45000,0,Open
76,5,2024-03-17,Customer_76,9800000076,DS,35000,0,Open
77,6,2024-03-18,Customer_77,9800000077,DA,40000,0,Open
78,7,2024-03-19,Customer_78,9800000078,BA,30000,0,Open
79,8,2024-03-20,Customer_79,9800000079,FSD,45000,0,Open
80,1,2024-03-21,Customer_80,9800000080,DS,35000,0,Open
81,2,2024-03-22,Customer_81,9800000081,DA,40000,0,Open
82,3,2024-03-23,Customer_82,9800000082,BA,30000,0,Open
83,4,2024-03-24,Customer_83,9800000083,FSD,45000,0,Open
84,5,2024-03-25,Customer_84,9800000084,DS,35000,0,Open
85,6,2024-03-26,Customer_85,9800000085,DA,40000,0,Open
86,7,2024-03-27,Customer_86,9800000086,BA,30000,0,Open
87,8,2024-03-28,Customer_87,9800000087,FSD,45000,0,Open
88,1,2024-03-29,Customer_88,9800000088,DS,35000,0,Open
89,2,2024-03-30,Customer_89,9800000089,DA,40000,0,Open
90,3,2024-03-31,Customer_90,9800000090,BA,30000,0,Open
91,4,2024-04-01,Customer_91,9800000091,FSD,45000,0,Open
92,5,2024-04-02,Customer_92,9800000092,DS,35000,0,Open
93,6,2024-04-03,Customer_93,9800000093,DA,40000,0,Open
94,7,2024-04-04,Customer_94,9800000094,BA,30000,0,Open
95,8,2024-04-05,Customer_95,9800000095,FSD,45000,0,Open
96,1,2024-04-06,Customer_96,9800000096,DS,35000,0,Open
97,2,2024-04-07,Customer_97,9800000097,DA,40000,0,Open
98,3,2024-04-08,Customer_98,9800000098,BA,30000,0,Open
99,4,2024-04-09,Customer_99,9800000099,FSD,45000,0,Open
100,5,2024-04-10,Customer_100,9800000100,DS,35000,0,Open
101,6,2024-04-11,Customer_101,9800000101,DA,40000,0,Open
102,7,2024-04-12,Customer_102,9800000102,BA,30000,0,Open
103,8,2024-04-13,Customer_103,9800000103,FSD,45000,0,Open
104,1,2024-04-14,Customer_104,9800000104,DS,35000,0,Open
105,2,2024-04-15,Customer_105,9800000105,DA,40000,0,Open
106,3,2024-04-16,Customer_106,9800000106,BA,30000,0,Open
107,4,2024-04-17,Customer_107,9800000107,FSD,45000,0,Open
108,5,2024-04-18,Customer_108,9800000108,DS,35000,0,Open
109,6,2024-04-19,Customer_109,9800000109,DA,40000,0,Open
110,7,2024-04-20,Customer_110,9800000110,BA,30000,0,Open
111,8,2024-04-21,Customer_111,9800000111,FSD,45000,0,Open
112,1,2024-04-22,Customer_112,9800000112,DS,35000,0,Open
113,2,2024-04-23,Customer_113,9800000113,DA,40000,0,Open
114,3,2024-04-24,Customer_114,9800000114,BA,30000,0,Open
115,4,2024-04-25,Customer_115,9800000115,FSD,45000,0,Open
116,5,2024-04-26,Customer_116,9800000116,DS,35000,0,Open
117,6,2024-04-27,Customer_117,9800000117,DA,40000,0,Open
118,7,2024-04-28,Customer_118,9800000118,BA,30000,0,Open
119,8,2024-04-29,Customer_119,9800000119,FSD,45000,0,Open
120,1,2024-04-30,Customer_120,9800000120,DS,35000,0,Open
121,2,2024-05-01,Customer_121,9800000121,DA,40000,0,Open
122,3,2024-05-02,Customer_122,9800000122,BA,30000,0,Open
123,4,2024-05-03,Customer_123,9800000123,FSD,45000,0,Open
124,5,2024-05-04,Customer_124,9800000124,DS,35000,0,Open
125,6,2024-05-05,Customer_125,9800000125,DA,40000,0,Open
126,7,2024-05-06,Customer_126,9800000126,BA,30000,0,Open
127,8,2024-05-07,Customer_127,9800000127,FSD,45000,0,Open
128,1,2024-05-08,Customer_128,9800000128,DS,35000,0,Open
129,2,2024-05-09,Customer_129,9800000129,DA,40000,0,Open
130,3,2024-05-10,Customer_130,9800000130,BA,30000,0,Open
131,4,2024-05-11,Customer_131,9800000131,FSD,45000,0,Open
132,5,2024-05-12,Customer_132,9800000132,DS,35000,0,Open
133,6,2024-05-13,Customer_133,9800000133,DA,40000,0,Open
134,7,2024-05-14,Customer_134,9800000134,BA,30000,0,Open
135,8,2024-05-15,Customer_135,9800000135,FSD,45000,0,Open
136,1,2024-05-16,Customer_136,9800000136,DS,35000,0,Open
137,2,2024-05-17,Customer_137,9800000137,DA,40000,0,Open
138,3,2024-05-18,Customer_138,9800000138,BA,30000,0,Open
139,4,2024-05-19,Customer_139,9800000139,FSD,45000,0,Open
140,5,2024-05-20,Customer_140,9800000140,DS,35000,0,Open
141,6,2024-05-21,Customer_141,9800000141,DA,40000,0,Open
142,7,2024-05-22,Customer_142,9800000142,BA,30000,0,Open
143,8,2024-05-23,Customer_143,9800000143,FSD,45000,0,Open
144,1,2024-05-24,Customer_144,9800000144,DS,35000,0,Open
145,2,2024-05-25,Customer_145,9800000145,DA,40000,0,Open
146,3,2024-05-26,Customer_146,9800000146,BA,30000,0,Open
147,4,2024-05-27,Customer_147,9800000147,FSD,45000,0,Open
148,5,2024-05-28,Customer_148,9800000148,DS,35000,0,Open
149,6,2024-05-29,Customer_149,9800000149,DA,40000,0,Open
150,7,2024-05-30,Customer_150,9800000150,BA,30000,0,Open
151,8,2024-05-31,Customer_151,9800000151,FSD,45000,0,Open
152,1,2024-06-01,Customer_152,9800000152,DS,35000,0,Open
153,2,2024-06-02,Customer_153,9800000153,DA,40000,0,Open
154,3,2024-06-03,Customer_154,9800000154,BA,30000,0,Open
155,4,2024-06-04,Customer_155,9800000155,FSD,45000,0,Open
156,5,2024-06-05,Customer_156,9800000156,DS,35000,0,Open
157,6,2024-06-06,Customer_157,9800000157,DA,40000,0,Open
158,7,2024-06-07,Customer_158,9800000158,BA,30000,0,Open
159,8,2024-06-08,Customer_159,9800000159,FSD,45000,0,Open
160,1,2024-06-09,Customer_160,9800000160,DS,35000,0,Open
161,2,2024-06-10,Customer_161,9800000161,DA,40000,0,Open
162,3,2024-06-11,Customer_162,9800000162,BA,30000,0,Open
163,4,2024-06-12,Customer_163,9800000163,FSD,45000,0,Open
164,5,2024-06-13,Customer_164,9800000164,DS,35000,0,Open
165,6,2024-06-14,Customer_165,9800000165,DA,40000,0,Open
166,7,2024-06-15,Customer_166,9800000166,BA,30000,0,Open
167,8,2024-06-16,Customer_167,9800000167,FSD,45000,0,Open
168,1,2024-06-17,Customer_168,9800000168,DS,35000,0,Open
169,2,2024-06-18,Customer_169,9800000169,DA,40000,0,Open
170,3,2024-06-19,Customer_170,9800000170,BA,30000,0,Open
171,4,2024-06-20,Customer_171,9800000171,FSD,45000,0,Open
172,5,2024-06-21,Customer_172,9800000172,DS,35000,0,Open
173,6,2024-06-22,Customer_173,9800000173,DA,40000,0,Open
174,7,2024-06-23,Customer_174,9800000174,BA,30000,0,Open
175,8,2024-06-24,Customer_175,9800000175,FSD,45000,0,Open
176,1,2024-06-25,Customer_176,9800000176,DS,35000,0,Open
177,2,2024-06-26,Customer_177,9800000177,DA,40000,0,Open
178,3,2024-06-27,Customer_178,9800000178,BA,30000,0,Open
179,4,2024-06-28,Customer_179,9800000179,FSD,45000,0,Open
180,5,2024-01-01,Customer_180,9800000180,DS,35000,0,Open
181,6,2024-01-02,Customer_181,9800000181,DA,40000,0,Open
182,7,2024-01-03,Customer_182,9800000182,BA,30000,0,Open
183,8,2024-01-04,Customer_183,9800000183,FSD,45000,0,Open
184,1,2024-01-05,Customer_184,9800000184,DS,35000,0,Open
185,2,2024-01-06,Customer_185,9800000185,DA,40000,0,Open
186,3,2024-01-07,Customer_186,9800000186,BA,30000,0,Open
187,4,2024-01-08,Customer_187,9800000187,FSD,45000,0,Open
188,5,2024-01-09,Customer_188,9800000188,DS,35000,0,Open
189,6,2024-01-10,Customer_189,9800000189,DA,40000,0,Open
190,7,2024-01-11,Customer_190,9800000190,BA,30000,0,Open
191,8,2024-01-12,Customer_191,9800000191,FSD,45000,0,Open
192,1,2024-01-13,Customer_192,9800000192,DS,35000,0,Open
193,2,2024-01-14,Customer_193,9800000193,DA,40000,0,Open
194,3,2024-01-15,Customer_194,9800000194,BA,30000,0,Open
195,4,2024-01-16,Customer_195,9800000195,FSD,45000,0,Open
196,5,2024-01-17,Customer_196,9800000196,DS,35000,0,Open
197,6,2024-01-18,Customer_197,9800000197,DA,40000,0,Open
198,7,2024-01-19,Customer_198,9800000198,BA,30000,0,Open
199,8,2024-01-20,Customer_199,9800000199,FSD,45000,0,Open
200,1,2024-01-21,Customer_200,9800000200,DS,35000,0,Open
201,2,2024-01-22,Customer_201,9800000201,DA,40000,0,Open
202,3,2024-01-23,Customer_202,9800000202,BA,30000,0,Open
203,4,2024-01-24,Customer_203,9800000203,FSD,45000,0,Open
204,5,2024-01-25,Customer_204,9800000204,DS,35000,0,Open
205,6,2024-01-26,Customer_205,9800000205,DA,40000,0,Open
206,7,2024-01-27,Customer_206,9800000206,BA,30000,0,Open
207,8,2024-01-28,Customer_207,9800000207,FSD,45000,0,Open
208,1,2024-01-29,Customer_208,9800000208,DS,35000,0,Open
209,2,2024-01-30,Customer_209,9800000209,DA,40000,0,Open
210,3,2024-01-31,Customer_210,9800000210,BA,30000,0,Open
211,4,2024-02-01,Customer_211,9800000211,FSD,45000,0,Open
212,5,2024-02-02,Customer_212,9800000212,DS,35000,0,Open
213,6,2024-02-03,Customer_213,9800000213,DA,40000,0,Open
214,7,2024-02-04,Customer_214,9800000214,BA,30000,0,Open
215,8,2024-02-05,Customer_215,9800000215,FSD,45000,0,Open
216,1,2024-02-06,Customer_216,9800000216,DS,35000,0,Open
217,2,2024-02-07,Customer_217,9800000217,DA,40000,0,Open
218,3,2024-02-08,Customer_218,9800000218,BA,30000,0,Open
219,4,2024-02-09,Customer_219,9800000219,FSD,45000,0,Open
220,5,2024-02-10,Customer_220,9800000220,DS,35000,0,Open
221,6,2024-02-11,Customer_221,9800000221,DA,40000,0,Open
222,7,2024-02-12,Customer_222,9800000222,BA,30000,0,Open
223,8,2024-02-13,Customer_223,9800000223,FSD,45000,0,Open
224,1,2024-02-14,Customer_224,9800000224,DS,35000,0,Open
225,2,2024-02-15,Customer_225,9800000225,DA,40000,0,Open
226,3,2024-02-16,Customer_226,9800000226,BA,30000,0,Open
227,4,2024-02-17,Customer_227,9800000227,FSD,45000,0,Open
228,5,2024-02-18,Customer_228,9800000228,DS,35000,0,Open
229,6,2024-02-19,Customer_229,9800000229,DA,40000,0,Open
230,7,2024-02-20,Customer_230,9800000230,BA,30000,0,Open
231,8,2024-02-21,Customer_231,9800000231,FSD,45000,0,Open
232,1,2024-02-22,Customer_232,9800000232,DS,35000,0,Open
233,2,2024-02-23,Customer_233,9800000233,DA,40000,0,Open
234,3,2024-02-24,Customer_234,9800000234,BA,30000,0,Open
235,4,2024-02-25,Customer_235,9800000235,FSD,45000,0,Open
236,5,2024-02-26,Customer_236,9800000236,DS,35000,0,Open
237,6,2024-02-27,Customer_237,9800000237,DA,40000,0,Open
238,7,2024-02-28,Customer_238,9800000238,BA,30000,0,Open
239,8,2024-02-29,Customer_239,9800000239,FSD,45000,0,Open
240,1,2024-03-01,Customer_240,9800000240,DS,35000,0,Open
241,2,2024-03-02,Customer_241,9800000241,DA,40000,0,Open
242,3,2024-03-03,Customer_242,9800000242,BA,30000,0,Open
243,4,2024-03-04,Customer_243,9800000243,FSD,45000,0,Open
244,5,2024-03-05,Customer_244,9800000244,DS,35000,0,Open
245,6,2024-03-06,Customer_245,9800000245,DA,40000,0,Open
246,7,2024-03-07,Customer_246,9800000246,BA,30000,0,Open
247,8,2024-03-08,Customer_247,9800000247,FSD,45000,0,Open
248,1,2024-03-09,Customer_248,9800000248,DS,35000,0,Open
249,2,2024-03-10,Customer_249,9800000249,DA,40000,0,Open
250,3,2024-03-11,Customer_250,9800000250,BA,30000,0,Open
251,4,2024-03-12,Customer_251,9800000251,FSD,45000,0,Open
252,5,2024-03-13,Customer_252,9800000252,DS,35000,0,Open
253,6,2024-03-14,Customer_253,9800000253,DA,40000,0,Open
254,7,2024-03-15,Customer_254,9800000254,BA,30000,0,Open
255,8,2024-03-16,Customer_255,9800000255,FSD,45000,0,Open
256,1,2024-03-17,Customer_256,9800000256,DS,35000,0,Open
257,2,2024-03-18,Customer_257,9800000257,DA,40000,0,Open
258,3,2024-03-19,Customer_258,9800000258,BA,30000,0,Open
259,4,2024-03-20,Customer_259,9800000259,FSD,45000,0,Open
260,5,2024-03-21,Customer_260,9800000260,DS,35000,0,Open
261,6,2024-03-22,Customer_261,9800000261,DA,40000,0,Open
262,7,2024-03-23,Customer_262,9800000262,BA,30000,0,Open
263,8,2024-03-24,Customer_263,9800000263,FSD,45000,0,Open
264,1,2024-03-25,Customer_264,9800000264,DS,35000,0,Open
265,2,2024-03-26,Customer_265,9800000265,DA,40000,0,Open
266,3,2024-03-27,Customer_266,9800000266,BA,30000,0,Open
267,4,2024-03-28,Customer_267,9800000267,FSD,45000,0,Open
268,5,2024-03-29,Customer_268,9800000268,DS,35000,0,Open
269,6,2024-03-30,Customer_269,9800000269,DA,40000,0,Open
270,7,2024-03-31,Customer_270,9800000270,BA,30000,0,Open
271,8,2024-04-01,Customer_271,9800000271,FSD,45000,0,Open
272,1,2024-04-02,Customer_272,9800000272,DS,35000,0,Open
273,2,2024-04-03,Customer_273,9800000273,DA,40000,0,Open
274,3,2024-04-04,Customer_274,9800000274,BA,30000,0,Open
275,4,2024-04-05,Customer_275,9800000275,FSD,45000,0,Open
276,5,2024-04-06,Customer_276,9800000276,DS,35000,0,Open
277,6,2024-04-07,Customer_277,9800000277,DA,40000,0,Open
278,7,2024-04-08,Customer_278,9800000278,BA,30000,0,Open
279,8,2024-04-09,Customer_279,9800000279,FSD,45000,0,Open
280,1,2024-04-10,Customer_280,9800000280,DS,35000,0,Open
281,2,2024-04-11,Customer_281,9800000281,DA,40000,0,Open
282,3,2024-04-12,Customer_282,9800000282,BA,30000,0,Open
283,4,2024-04-13,Customer_283,9800000283,FSD,45000,0,Open
284,5,2024-04-14,Customer_284,9800000284,DS,35000,0,Open
285,6,2024-04-15,Customer_285,9800000285,DA,40000,0,Open
286,7,2024-04-16,Customer_286,9800000286,BA,30000,0,Open
287,8,2024-04-17,Customer_287,9800000287,FSD,45000,0,Open
288,1,2024-04-18,Customer_288,9800000288,DS,35000,0,Open
289,2,2024-04-19,Customer_289,9800000289,DA,40000,0,Open
290,3,2024-04-20,Customer_290,9800000290,BA,30000,0,Open
291,4,2024-04-21,Customer_291,9800000291,FSD,45000,0,Open
292,5,2024-04-22,Customer_292,9800000292,DS,35000,0,Open
293,6,2024-04-23,Customer_293,9800000293,DA,40000,0,Open
294,7,2024-04-24,Customer_294,9800000294,BA,30000,0,Open
295,8,2024-04-25,Customer_295,9800000295,FSD,45000,0,Open
296,1,2024-04-26,Customer_296,9800000296,DS,35000,0,Open
297,2,2024-04-27,Customer_297,9800000297,DA,40000,0,Open
298,3,2024-04-28,Customer_298,9800000298,BA,30000,0,Open
299,4,2024-04-29,Customer_299,9800000299,FSD,45000,0,Open
300,5,2024-04-30,Customer_300,9800000300,DS,35000,0,Open
301,6,2024-05-01,Customer_301,9800000301,DA,40000,0,Open
302,7,2024-05-02,Customer_302,9800000302,BA,30000,0,Open
303,8,2024-05-03,Customer_303,9800000303,FSD,45000,0,Open
304,1,2024-05-04,Customer_304,9800000304,DS,35000,0,Open
305,2,2024-05-05,Customer_305,9800000305,DA,40000,0,Open
306,3,2024-05-06,Customer_306,9800000306,BA,30000,0,Open
307,4,2024-05-07,Customer_307,9800000307,FSD,45000,0,Open
308,5,2024-05-08,Customer_308,9800000308,DS,35000,0,Open
309,6,2024-05-09,Customer_309,9800000309,DA,40000,0,Open
310,7,2024-05-10,Customer_310,9800000310,BA,30000,0,Open
311,8,2024-05-11,Customer_311,9800000311,FSD,45000,0,Open
312,1,2024-05-12,Customer_312,9800000312,DS,35000,0,Open
313,2,2024-05-13,Customer_313,9800000313,DA,40000,0,Open
314,3,2024-05-14,Customer_314,9800000314,BA,30000,0,Open
315,4,2024-05-15,Customer_315,9800000315,FSD,45000,0,Open
316,5,2024-05-16,Customer_316,9800000316,DS,35000,0,Open
317,6,2024-05-17,Customer_317,9800000317,DA,40000,0,Open
318,7,2024-05-18,Customer_318,9800000318,BA,30000,0,Open
319,8,2024-05-19,Customer_319,9800000319,FSD,45000,0,Open
320,1,2024-05-20,Customer_320,9800000320,DS,35000,0,Open
321,2,2024-05-21,Customer_321,9800000321,DA,40000,0,Open
322,3,2024-05-22,Customer_322,9800000322,BA,30000,0,Open
323,4,2024-05-23,Customer_323,9800000323,FSD,45000,0,Open
324,5,2024-05-24,Customer_324,9800000324,DS,35000,0,Open
325,6,2024-05-25,Customer_325,9800000325,DA,40000,0,Open
326,7,2024-05-26,Customer_326,9800000326,BA,30000,0,Open
327,8,2024-05-27,Customer_327,9800000327,FSD,45000,0,Open
328,1,2024-05-28,Customer_328,9800000328,DS,35000,0,Open
329,2,2024-05-29,Customer_329,9800000329,DA,40000,0,Open
330,3,2024-05-30,Customer_330,9800000330,BA,30000,0,Open
331,4,2024-05-31,Customer_331,9800000331,FSD,45000,0,Open
332,5,2024-06-01,Customer_332,9800000332,DS,35000,0,Open
333,6,2024-06-02,Customer_333,9800000333,DA,40000,0,Open
334,7,2024-06-03,Customer_334,9800000334,BA,30000,0,Open
335,8,2024-06-04,Customer_335,9800000335,FSD,45000,0,Open
336,1,2024-06-05,Customer_336,9800000336,DS,35000,0,Open
337,2,2024-06-06,Customer_337,9800000337,DA,40000,0,Open
338,3,2024-06-07,Customer_338,9800000338,BA,30000,0,Open
339,4,2024-06-08,Customer_339,9800000339,FSD,45000,0,Open
340,5,2024-06-09,Customer_340,9800000340,DS,35000,0,Open
341,6,2024-06-10,Customer_341,9800000341,DA,40000,0,Open
342,7,2024-06-11,Customer_342,9800000342,BA,30000,0,Open
343,8,2024-06-12,Customer_343,9800000343,FSD,45000,0,Open
344,1,2024-06-13,Customer_344,9800000344,DS,35000,0,Open
345,2,2024-06-14,Customer_345,9800000345,DA,40000,0,Open
346,3,2024-06-15,Customer_346,9800000346,BA,30000,0,Open
347,4,2024-06-16,Customer_347,9800000347,FSD,45000,0,Open
348,5,2024-06-17,Customer_348,9800000348,DS,35000,0,Open
349,6,2024-06-18,Customer_349,9800000349,DA,40000,0,Open
350,7,2024-06-19,Customer_350,9800000350,BA,30000,0,Open
351,8,2024-06-20,Customer_351,9800000351,FSD,45000,0,Open
352,1,2024-06-21,Customer_352,9800000352,DS,35000,0,Open
353,2,2024-06-22,Customer_353,9800000353,DA,40000,0,Open
354,3,2024-06-23,Customer_354,9800000354,BA,30000,0,Open
355,4,2024-06-24,Customer_355,9800000355,FSD,45000,0,Open
356,5,2024-06-25,Customer_356,9800000356,DS,35000,0,Open
357,6,2024-06-26,Customer_357,9800000357,DA,40000,0,Open
358,7,2024-06-27,Customer_358,9800000358,BA,30000,0,Open
359,8,2024-06-28,Customer_359,9800000359,FSD,45000,0,Open
360,1,2024-01-01,Customer_360,9800000360,DS,35000,0,Open
361,2,2024-01-02,Customer_361,9800000361,DA,40000,0,Open
362,3,2024-01-03,Customer_362,9800000362,BA,30000,0,Open
363,4,2024-01-04,Customer_363,9800000363,FSD,45000,0,Open
364,5,2024-01-05,Customer_364,9800000364,DS,35000,0,Open
365,6,2024-01-06,Customer_365,9800000365,DA,40000,0,Open
366,7,2024-01-07,Customer_366,9800000366,BA,30000,0,Open
367,8,2024-01-08,Customer_367,9800000367,FSD,45000,0,Open
368,1,2024-01-09,Customer_368,9800000368,DS,35000,0,Open
369,2,2024-01-10,Customer_369,9800000369,DA,40000,0,Open
370,3,2024-01-11,Customer_370,9800000370,BA,30000,0,Open
371,4,2024-01-12,Customer_371,9800000371,FSD,45000,0,Open
372,5,2024-01-13,Customer_372,9800000372,DS,35000,0,Open
373,6,2024-01-14,Customer_373,9800000373,DA,40000,0,Open
374,7,2024-01-15,Customer_374,9800000374,BA,30000,0,Open
375,8,2024-01-16,Customer_375,9800000375,FSD,45000,0,Open
376,1,2024-01-17,Customer_376,9800000376,DS,35000,0,Open
377,2,2024-01-18,Customer_377,9800000377,DA,40000,0,Open
378,3,2024-01-19,Customer_378,9800000378,BA,30000,0,Open
379,4,2024-01-20,Customer_379,9800000379,FSD,45000,0,Open
380,5,2024-01-21,Customer_380,9800000380,DS,35000,0,Open
381,6,2024-01-22,Customer_381,9800000381,DA,40000,0,Open
382,7,2024-01-23,Customer_382,9800000382,BA,30000,0,Open
383,8,2024-01-24,Customer_383,9800000383,FSD,45000,0,Open
384,1,2024-01-25,Customer_384,9800000384,DS,35000,0,Open
385,2,2024-01-26,Customer_385,9800000385,DA,40000,0,Open
386,3,2024-01-27,Customer_386,9800000386,BA,30000,0,Open
387,4,2024-01-28,Customer_387,9800000387,FSD,45000,0,Open
388,5,2024-01-29,Customer_388,9800000388,DS,35000,0,Open
389,6,2024-01-30,Customer_389,9800000389,DA,40000,0,Open
390,7,2024-01-31,Customer_390,9800000390,BA,30000,0,Open
391,8,2024-02-01,Customer_391,9800000391,FSD,45000,0,Open
392,1,2024-02-02,Customer_392,9800000392,DS,35000,0,Open
393,2,2024-02-03,Customer_393,9800000393,DA,40000,0,Open
394,3,2024-02-04,Customer_394,9800000394,BA,30000,0,Open
395,4,2024-02-05,Customer_395,9800000395,FSD,45000,0,Open
396,5,2024-02-06,Customer_396,9800000396,DS,35000,0,Open
397,6,2024-02-07,Customer_397,9800000397,DA,40000,0,Open
398,7,2024-02-08,Customer_398,9800000398,BA,30000,0,Open
399,8,2024-02-09,Customer_399,9800000399,FSD,45000,0,Open
400,1,2024-02-10,Customer_400,9800000400,DS,35000,0,Open
401,2,2024-02-11,Customer_401,9800000401,DA,40000,0,Open
402,3,2024-02-12,Customer_402,9800000402,BA,30000,0,Open
403,4,2024-02-13,Customer_403,9800000403,FSD,45000,0,Open
404,5,2024-02-14,Customer_404,9800000404,DS,35000,0,Open
405,6,2024-02-15,Customer_405,9800000405,DA,40000,0,Open
406,7,2024-02-16,Customer_406,9800000406,BA,30000,0,Open
407,8,2024-02-17,Customer_407,9800000407,FSD,45000,0,Open
408,1,2024-02-18,Customer_408,9800000408,DS,35000,0,Open
409,2,2024-02-19,Customer_409,9800000409,DA,40000,0,Open
410,3,2024-02-20,Customer_410,9800000410,BA,30000,0,Open
411,4,2024-02-21,Customer_411,9800000411,FSD,45000,0,Open
412,5,2024-02-22,Customer_412,9800000412,DS,35000,0,Open
413,6,2024-02-23,Customer_413,9800000413,DA,40000,0,Open
414,7,2024-02-24,Customer_414,9800000414,BA,30000,0,Open
415,8,2024-02-25,Customer_415,9800000415,FSD,45000,0,Open
416,1,2024-02-26,Customer_416,9800000416,DS,35000,0,Open
417,2,2024-02-27,Customer_417,9800000417,DA,40000,0,Open
418,3,2024-02-28,Customer_418,9800000418,BA,30000,0,Open
